Text,English,Sentiment,Author,Title,tokenized_it,tokenized_en,,,,,,,,,,,,,,,,,,,
"Di su la soglia Atlante un sasso tolle,
di caratteri e strani segni isculto.
Sotto, vasi vi son, che chiamano olle,
che fuman sempre, e dentro han foco occulto.
L’incantator le spezza; e a un tratto il colle
riman deserto, inospite ed inculto;
né muro appar né torre in alcun lato,
come se mai castel non vi sia stato.","Atlantes from the threshold, graved by skill,
  With characters and wondrous signs, upturned
  A virtuous stone, where, underneath the sill,
  Pots, with perpetual fire and secret, burned.
  The enchanter breaks them; and at once the hill
  To an inhospitable rock is turned.
  Nor wall nor tower on any side is seen,
  As if no castle there had ever been.",neutral,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"Sbrigossi de la donna il mago alora,
come fa spesso il tordo da la ragna;
e con lui sparve il suo castello a un’ora,
e lasciò in libertà quella compagna.
Le donne e i cavallier si trovar fuora
de le superbe stanze alla campagna:
che spesso fra gli antiqui ombrosi cerri
s’ode sonar di bellicosi ferri.","Then from the lady's toils the wizard clears
  His limbs, as thrush escapes the fowler's snare;
  With him as well his castle disappears,
  And leaves the prisoned troop in open air;
  From their gay lodgings, dames and cavaliers,
  Unhoused upon that desert, bleak and bare.
  And many at the freedom felt annoy,
  Which dispossessed them of such life of joy.",neutral,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"Vanno per quella i cavallieri erranti,
incliti in arme, di tutta Bretagna,
e de’ prossimi luoghi e de’ distanti,
di Francia, di Norvegia e de Lamagna.
Chi non ha gran valor, non vada inanti;
che dove cerca onor, morte guadagna.
Gran cose in essa già fece Tristano,
Lancillotto, Galasso, Artù e Galvano,","Through this roves many a famous cavalier,
  Renowned for feat in arms, of British strain;
  And throng from distant land, or country near,
  French, Norse, of German knights, a numerous train.
  Let none, save he be valiant, venture here,
  Where, seeking glory, death may be his gain.
  Here Arthur, Galahalt, and Gauvaine fought,
  And well Sir Launcelot and Tristram wrought.",neutral,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"ed altri cavallieri e de la nuova
e de la vecchia Tavola famosi:
restano ancor di più d’una lor pruova
li monumenti e li trofei pomposi.
L’arme Rinaldo e il suo Baiardo truova,
e tosto si fa por nei liti ombrosi,
ed al nochier comanda che si spicche
e lo vada aspettar a Beroicche.","And other worthies of the table round;
  (Of either table, whether old or new)
  Whose trophies yet remain upon the ground;
  Proof of their valiant feats, Rinaldo true
  Forthwith his armour and Bayardo found,
  And landed on the woody coast: The crew
  He bade, with all the haste they might, repair
  To Berwick's neighbouring port, and wait him there.",neutral,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"Senza scudiero e senza compagnia
va il cavallier per quella selva immensa,
facendo or una ed or un’altra via,
dove più aver strane aventure pensa.
Capitò il primo giorno a una badia,
che buona parte del suo aver dispensa
in onorar nel suo cenobio adorno
le donne i cavallier che vanno attorno.","Without a guide or company he went
  Through that wide forest; choosing now this way,
  Now that, now other, as it might present
  Hope of adventurous quest or hard assay:
  And, ere the first day's circling sun is spent,
  The peer is guested in an abbey gray:
  Which spends much wealth in harbouring those who claim
  Its shelter, warlike knight or wandering dame.",neutral,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"Bella accoglienza i monachi e l’abbate
fero a Rinaldo, il qual domandò loro
(non prima già che con vivande grate
avesse avuto il ventre amplo ristoro)
come dai cavallier sien ritrovate
spesso aventure per quel tenitoro,
dove si possa in qualche fatto eggregio
l’uom dimostrar, se merta biasmo o pregio.","The monks and abbot to Mount Alban's peer
  A goodly welcome in their house accord;
  Who asked, but not before with savoury cheer
  He amply had his wearied strength restored,
  If in that tract, by errant cavalier,
  Often adventurous quest might be explored,
  In which a man might prove, by dangerous deed,
  If blame or glory were his fitting meed.",positive,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"Risposongli ch’errando in quelli boschi,
trovar potria strane aventure e molte:
ma come i luoghi, i fatti ancor son foschi;
che non se n’ha notizia le più volte.
 Cerca (diceano) andar dove conoschi
che l’opre tue non restino sepolte,
acciò dietro al periglio e alla fatica
segua la fama, e il debito ne dica.","They answered, in those woods he might be sure
  Many and strange adventures would be found;
  But deeds, there wrought, were, like the place, obscure,
  And, for the greater part, not bruited round.
  ""Then seek (they said) a worthier quest, secure
  Your works will not be buried underground.
  So that the glorious act achieved, as due,
  Fame may your peril and your pain pursue.",positive,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"E se del tuo valor cerchi far prova,
t’è preparata la più degna impresa
che ne l’antiqua etade o ne la nova
giamai da cavallier sia stata presa.
La figlia del re nostro or si ritrova
bisognosa d’aiuto e di difesa
contra un baron che Lurcanio si chiama,
che tor le cerca e la vita e la fama.","""And if you would your warlike worth assay,
  Prepare the worthiest enterprize to hear,
  That, e'er in times of old or present day,
  Was undertaken by a cavalier.
  Our monarch's daughter needs some friendly stay,
  Now sore bested, against a puissant peer:
  Lurcanio is the doughty baron's name,
  Who would bereave her both of life and fame.",positive,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"Questo Lurcanio al padre l’ha accusata
(forse per odio più che per ragione)
averla a mezza notte ritrovata
trarr’un suo amante a sé sopra un verrone.
Per le leggi del regno condannata
al foco fia, se non truova campione
che fra un mese, oggimai presso a finire,
l’iniquo accusator faccia mentire.","""Her he before her father does pursue,
  Perchance yet more for hatred than for right;
  And vouches, to a gallery she updrew
  A lover, seen by him, at dead of night.
  Hence death by fire will be the damsel's due,
  Such is our law, unless some champion fight
  On her behalf, and, ere a month go by,
  (Nigh spent) upon the accuser prove the lie.",negative,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"L’aspra legge di Scozia, empia e severa,
vuol ch’ogni donna, e di ciascuna sorte,
ch’ad uomo si giunga, e non gli sia mogliera,
s’accusata ne viene, abbia la morte.
Né riparar si può ch’ella non pera,
quando per lei non venga un guerrier forte
che tolga la difesa, e che sostegna
che sia innocente e di morire indegna.","""Our impious Scottish law, severe and dread,
  Wills, that a woman, whether low or high
  Her state, who takes a man into her bed,
  Except her husband, for the offence shall die.
  Nor is there hope of ransom for her head,
  Unless to her defence some warrior hie;
  And as her champion true, with spear and shield,
  Maintain her guiltless in the listed field.",negative,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"Il re, dolente per Ginevra bella
(che così nominata è la sua figlia),
ha publicato per città e castella,
che s’alcun la difesa di lei piglia,
e che l’estingua la calunnia fella
(pur che sia nato di nobil famiglia),
l’avrà per moglie, ed uno stato, quale
fia convenevol dote a donna tale.","""The king, sore grieving for Geneura bright,
  For such is his unhappy daughter's name,
  Proclaims by town and city, that the knight
  Who shall deliver her from death and shame,
  He to the royal damsel will unite,
  With dower, well suited to a royal dame;
  So that the valiant warrior who has stood
  In her defence, be come of gentle blood.",positive,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"Ma se fra un mese alcun per lei non viene,
o venendo non vince, sarà uccisa.
Simile impresa meglio ti conviene,
ch’andar pei boschi errando a questa guisa:
oltre ch’onor e fama te n’aviene
ch’in eterno da te non fia divisa,
guadagni il fior di quante belle donne
da l’Indo sono all’Atlantee colonne;","""But if within a month no knight appear,
  Or coming, conquer not, the damsel dies.
  A like emrpize were worthier of your spear
  Than wandering through these woods in lowly guise.
  Besides, the eternal trophy you shall rear,
  You by the deed shall gain a glorious prize,
  The sweetest flower of all the ladies fair
  That betwixt Ind and Atlas' pillars are.",negative,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"e una ricchezza appresso, ed uno stato
che sempre far ti può viver contento;
e la grazia del re, se suscitato
per te gli fia il suo onor, che è quasi spento.
Poi per cavalleria tu se’ ubligato
a vendicar di tanto tradimento
costei, che per commune opinione,
di vera pudicizia è un paragone.","""And you with wealth and state shall guerdoned be,
  So that you evermore may live content,
  And the king's grace, if through your means he see
  His honour raised anew, now well-nigh spent.
  Besides, you by the laws of chivalry
  Are bound to venge the damsel foully shent.
  For she, whose life is by such treason sought,
  Is chaste and spotless in the common thought.",positive,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"Pensò Rinaldo alquanto, e poi rispose:
 Una donzella dunque dè’ morire
perché lasciò sfogar ne l’amorose
sue braccia al suo amator tanto desire?
Sia maladetto chi tal legge pose,
e maladetto chi la può patire!
Debitamente muore una crudele,
non chi dà vita al suo amator fedele.","Rinaldo mused awhile, and then replied,
  ""And must a gentle damsel die by fire,
  Because she with a lover's wish complied,
  And quenched within her arms his fond desire?
  Cursed be the law by which the dame is tried!
  Cursed he who would permit a doom so dire!
  Perish (such fate were just!) who cruel proves!
  Not she that life bestows on him who loves.",negative,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"Sia vero o falso che Ginevra tolto
s’abbia il suo amante, io non riguardo a questo:
d’averlo fatto la loderei molto,
quando non fosse stato manifesto.
Ho in sua difesa ogni pensier rivolto:
datemi pur un che mi guidi presto,
e dove sia l’accusator mi mene;
ch’io spero in Dio Ginevra trar di pene.","""Or true or false Geneura's tale of shame;
  If she her lover blessed I little heed:
  For this my praise the lady well might claim,
  If manifest were not that gentle deed.
  My every thought is turned to aid the dame.
  Grant me but one to guide my steps, and lead
  Quickly to where the foul accuser stands,
  I trust in God to loose Geneura's bands.",positive,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"Non vo’ già dir ch’ella non l’abbia fatto;
che nol sappiendo, il falso dir potrei:
dirò ben che non de’ per simil atto
punizion cadere alcuna in lei;
e dirò che fu ingiusto o che fu matto
chi fece prima gli statuti rei;
e come iniqui rivocar si denno,
e nuova legge far con miglior senno.","""I will not vouch her guiltless in my thought,
  In fear to warrant what is false; but I
  Boldly maintain, in such an act is nought
  For which the damsel should deserve to die;
  And ween unjust, or else of wit distraught,
  Who statutes framed of such severity;
  Which, as iniquitous, should be effaced,
  And with a new and better code replaced.",positive,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"S’un medesimo ardor, s’un disir pare
inchina e sforza l’uno e l’altro sesso
a quel suave fin d’amor, che pare
all’ignorante vulgo un grave eccesso;
perché si de’ punir donna o biasmare,
che con uno o più d’uno abbia commesso
quel che l’uom fa con quante n’ha appetito,
e lodato ne va, non che impunito?","""If like desire, and if an equal flame
  Move one and the other sex, who warmly press
  To that soft end of love (their goal the same)
  Which to the witless crowd seems rank excess;
  Say why shall woman -- merit scathe or blame,
  Though lovers, one or more, she may caress;
  While man to sin with whom he will is free,
  And meets with praise, not mere impunity?",positive,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"Son fatti in questa legge disuguale
veramente alle donne espressi torti;
e spero in Dio mostrar che gli è gran male
che tanto lungamente si comporti. 
Rinaldo ebbe il consenso universale,
che fur gli antiqui ingiusti e male accorti,
che consentiro a così iniqua legge,
e mal fa il re, che può, né la corregge.","""By this injurious law, unequal still,
  On woman is inflicted open wrong;
  And to demonstrate it a grievous ill,
  I trust in God, which has been borne too long.""
  To good Rinaldo's sentence, with one will,
  Deeming their sires unjust, assents the throng,
  Their sires who such outrageous statute penned,
  And king, who might, but does not, this amend.",positive,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"Poi che la luce candida e vermiglia
de l’altro giorno aperse l’emispero,
Rinaldo l’arme e il suo Baiardo piglia,
e di quella badia tolle un scudiero,
che con lui viene a molte leghe e miglia,
sempre nel bosco orribilmente fiero,
verso la terra ove la lite nuova
de la donzella de’ venir in pruova.","When the new dawn, with streaks of red and white,
  Broke in the east, and cleared the hemisphere,
  Rinaldo took his steed and armour bright:
  A squire that abbey furnished to the peer.
  With him, for many leagues and miles, the knight
  Pricked through the dismal forest dark and drear;
  While they towards the Scottish city ride,
  Where the poor damsel's cause is to be tried.",neutral,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"Avean, cercando abbreviar camino,
lasciato pel sentier la maggior via;
quando un gran pianto udir sonar vicino,
che la foresta d’ogn’intorno empìa.
Baiardo spinse l’un, l’altro il ronzino
verso una valle, onde quel grido uscìa:
e fra dui mascalzoni una donzella
vider, che di lontan parea assai bella;","Seeking their way to shorten as they wound,
  They to the wider track a path preferred;
  When echoing through the gloomy forest round,
  Loud lamentations nigh the road were heard.
  Towards a neighbouring vale, whence came the sound,
  This his Bayardo, that his hackney spurred;
  And viewed, between two grisly ruffians there,
  A girl, who seemed at distance passing fair.",negative,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"ma lacrimosa e addolorata quanto
donna o donzella o mai persona fosse.
Le sono dui col ferro nudo a canto,
per farle far l’erbe di sangue rosse.
Ella con preghi differendo alquanto
giva il morir, sin che pietà si mosse.
Venne Rinaldo; e come se n’accorse,
con alti gridi e gran minacce accorse.","But woe begone and weeping was the maid
  As ever damsel dame, or wight was seen:
  Hard by the barbarous twain prepared the blade,
  To deluge with that damsel's blood the green.
  She to delay her death awhile essayed,
  Until she pity moved with mournful mien.
  This when Rinaldo near approaching eyes,
  He thither drives with threats and furious cries.",negative,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"Voltaro i malandrin tosto le spalle,
che ’l soccorso lontan vider venire,
e se appiattar ne la profonda valle.
Il paladin non li curò seguire:
venne a la donna, e qual gran colpa dàlle
tanta punizion, cerca d’udire;
e per tempo avanzar, fa allo scudiero
levarla in groppa, e torna al suo sentiero.","The ruffians turn their backs and take to flight
  As soon as they the distant succour view,
  And squat within a valley out of sight:
  Nor cares the good Rinaldo to pursue.
  To her approaching, sues Mount Alban's knight,
  To say what on her head such evil drew;
  And, to save time, commands his squire to stoop,
  And take the damsel on his horse's croup.",negative,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"E cavalcando poi meglio la guata
molto esser bella e di maniere accorte,
ancor che fosse tutta spaventata
per la paura ch’ebbe de la morte.
Poi ch’ella fu di nuovo domandata
chi l’avea tratta a sì infelice sorte,
incominciò con umil voce a dire
quel ch’io vo’ all’altro canto differire.","And as the lady nearer he surveyed,
  Her wise behaviour marked and beauty's bloom;
  Though her fait countenance was all dismayed,
  And by the fear of death o'erspread with gloom.
  Again to know, the gentle knight essayed,
  Who had prepared for her so fell a doom;
  And she began to tell in humble tone
  What to another canto I postpone.",negative,Ariosto,L'Orlando furioso,,,,,,,,,,,,,,,,,,,,,
"Nel mezzo del cammin di nostra vita
mi ritrovai per una selva oscura
ché la diritta via era smarrita.","When I had journeyed half of our life’s way,
I found myself within a shadowed forest,
for I had lost the path that does not stray.",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Lo giorno se n’andava, e l’aere bruno
toglieva li animai che sono in terra
da le fatiche loro; e io sol uno","The day was now departing; the dark air
released the living beings of the earth
from work and weariness; and I myself",,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"O muse, o alto ingegno, or m’aiutate;
o mente che scrivesti ciò ch’io vidi,
qui si parrà la tua nobilitate.","O Muses, o high genius, help me now;
o memory that set down what I saw,
here shall your excellence reveal itself!",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Per me si va ne la città dolente,
per me si va ne l’etterno dolore,
per me si va tra la perduta gente.","THROUGH ME THE WAY INTO THE SUFFERING CITY,
THROUGH ME THE WAY TO THE ETERNAL PAIN,
THROUGH ME THE WAY THAT RUNS AMONG THE LOST.",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Giustizia mosse il mio alto fattore;
fecemi la divina podestate,
la somma sapïenza e ’l primo amore.","JUSTICE URGED ON MY HIGH ARTIFICER;
MY MAKER WAS DIVINE AUTHORITY,
THE HIGHEST WISDOM, AND THE PRIMAL LOVE.",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Ed elli a me: «L’angoscia de le genti
che son qua giù, nel viso mi dipigne
quella pietà che tu per tema senti.","And he to me, as one who comprehends:
“Here one must leave behind all hesitation;
here every cowardice must meet its death.",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Per tai difetti, non per altro rio,
semo perduti, e sol di tanto offesi,
che sanza speme vivemo in disio».","And he to me: “The anguish of the people
whose place is here below, has touched my face
with the compassion you mistake for fear.",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"«Dimmi, maestro mio, dimmi, segnore»,
comincia’ io per voler esser certo
di quella fede che vince ogne errore:","“Tell me, my master, tell me, lord.” I then
began because I wanted to be certain
of that belief which vanquishes all errors,",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Non lasciavam l’andar perch’ ei dicessi,
ma passavam la selva tuttavia,
la selva, dico, di spiriti spessi.","We did not stay our steps although he spoke;
we still continued onward through the wood—
the wood, I say, where many spirits thronged.",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"«O tu ch’onori scïenzïa e arte,
questi chi son c’hanno cotanta onranza,
che dal modo de li altri li diparte?».","“O you who honor art and science both,
who are these souls whose dignity has kept
their way of being, separate from the rest?”",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"La sesta compagnia in due si scema:
per altra via mi mena il savio duca,
fuor de la queta, ne l’ aura che trema.","The company of six divides in two;
my knowing guide leads me another way,
beyond the quiet, into trembling air.",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
E vegno in parte ove non è che luca.,And I have reached a part where no thing gleams.,negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Amor, ch’al cor gentil ratto s’apprende,
prese costui de la bella persona
che mi fu tolta; e ’l modo ancor m’offende.","Love, that can quickly seize the gentle heart,
took hold of him because of the fair body
taken from me—how that was done still wounds me.",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Amor, ch’a nullo amato amar perdona,
mi prese del costui piacer sì forte,
che, come vedi, ancor non m’abbandona.","Love, that releases no beloved from loving,
took hold of me so strongly through his beauty
that, as you see, it has not left me yet.",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Amor condusse noi ad una morte.
Caina attende chi a vita ci spense».
Queste parole da lor ci fuor porte.","Love led the two of us unto one death.
Caina waits for him who took our life.”
These words were borne across from them to us.",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Ma dimmi: al tempo d’i dolci sospiri,
a che e come concedette amore
che conosceste i dubbiosi disiri?».","But tell me, in the time of gentle sighs,
with what and in what way did Love allow you
to recognize your still uncertain longings?”",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Quando leggemmo il disïato riso
esser basciato da cotanto amante,
questi, che mai da me non fia diviso,","When we had read how the desired smile
was kissed by one who was so true a lover,
this one, who never shall be parted from me,",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
E caddi come corpo morto cade.,And then I fell as a dead body falls.,negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Assai la voce lor chiaro l’abbaia,
quando vegnono a’ due punti del cerchio
dove colpa contraria li dispaia.","Their voices bark this out with clarity
when they have reached the two points of the circle
where their opposing guilts divide their ranks.",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Mal dare e mal tener lo mondo pulcro
ha tolto loro, e posti a questa zuffa:
qual ella sia, parole non ci appulcro.","Ill giving and ill keeping have robbed both
of the fair world and set them to this fracas—
what that is like, my words need not embellish.",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Or puoi, figliuol, veder la corta buffa
d’i ben che son commessi a la fortuna,
per che l’umana gente si rabbuffa;","Now you can see, my son, how brief’s the sport
of all those goods that are in Fortune’s care,
for which the tribe of men contend and brawl;",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"E quelli a me: «Oh creature sciocche,
quanta ignoranza è quella che v’offende!
Or vo’ che tu mia sentenza ne ’mbocche.","And he to me: “O unenlightened creatures,
how deep—the ignorance that hampers you!
I want you to digest my word on this.",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Colui lo cui saver tutto trascende,
fece li cieli e diè lor chi conduce
sì, ch’ogne parte ad ogne parte splende,","Who made the heavens and who gave them guides
was He whose wisdom transcends everything;
that every part may shine unto the other,",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"distribuendo igualmente la luce.
Similemente a li splendor mondani
ordinò general ministra e duce","He had the light apportioned equally;
similarly, for wordly splendors, He
ordained a general minister and guide",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Allor porsi la mano un poco avante
e colsi un ramicel da un gran pruno;
e ’l tronco suo gridò: «Perché mi schiante?».","Then I stretched out my hand a little way
and from a great thornbush snapped off a branch,
at which its trunk cried out: “Why do you tear me?”",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Uomini fummo, e or siam fatti sterpi:
ben dovrebb’ esser la tua man più pia,
se state fossimo anime di serpi».","We once were men and now are arid stumps:
your hand might well have shown us greater mercy
had we been nothing more than souls of serpents.”",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"non averebbe in te la man distesa;
ma la cosa incredibile mi fece
indurlo ad ovra ch’a me stesso pesa.","then he would not have set his hand against you;
but its incredibility made me
urge him to do a deed that grieves me deeply.",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Perciò ricominciò: «Se l’om ti faccia
liberamente ciò che ’l tuo dir priega,
spirito incarcerato, ancor ti piaccia","Then he began again: “Imprisoned spirit,
so may this man do freely what you ask,
may it please you to tell us something more",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Surge in vermena e in pianta silvestra:
l’Arpie, pascendo poi de le sue foglie,
fanno dolore, e al dolor fenestra.","It rises as a sapling, a wild plant;
and then the Harpies, feeding on its leaves,
cause pain and for that pain provide a vent.",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Noi eravamo ancora al tronco attesi,
credendo ch’altro ne volesse dire,
quando noi fummo d’un romor sorpresi,","And we were still intent upon the trunk—
believing it had wanted to say more—
when we were overtaken by a roar,",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"le gambe tue a le giostre dal Toppo!».
E poi che forse li fallia la lena,
di sé e d’un cespuglio fece un groppo.","were not so nimble at the jousts of Toppo!”
And then, perhaps because he’d lost his breath,
he fell into one tangle with a bush.",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"«O Iacopo», dicea, «da Santo Andrea,
che t’è giovato di me fare schermo?
che colpa ho io de la tua vita rea?».","“O Jacopo,” it said, “da Santo Andrea,
what have you gained by using me as screen?
Am I to blame for your indecent life?”",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Però scendemmo a la destra mammella,
e diece passi femmo in su lo stremo,
per ben cessar la rena e la fiammella.","Thus we descended on the right hand side
and moved ten paces on the stony brink
in order to avoid the sand and fire.",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"che dal collo a ciascun pendea una tasca
ch’avea certo colore e certo segno,
e quindi par che ’l loro occhio si pasca.","that from the neck of each a purse was hung
that had a special color and an emblem,
and their eyes seemed to feast upon these pouches.",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Or te ne va; e perché se’ vivo anco,
sappi che ’l mio vicin Vitaliano
sederà qui dal mio sinistro fianco.","Now you be off; and since you’re still alive,
remember that my neighbor Vitaliano
shall yet sit here, upon my left hand side.",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Qual è colui che sì presso ha ’l riprezzo
de la quartana, c’ha già l’unghie smorte,
e triema tutto pur guardando ’l rezzo,","As one who feels the quartan fever near
and shivers, with his nails already blue,
the sight of shade enough to make him shudder",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Come ’l falcon ch’ è stato assai su l’ ali,
che sanza veder logoro o uccello
fa dire al falconiere «Omè, tu cali!»,","Just as a falcon long upon the wing—
who, seeing neither lure nor bird, compels
the falconer to cry, “Ah me, you fall!”—",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Io vidi già cavalier muover campo,
e cominciare stormo e far lor mostra,
e talvolta partir per loro scampo;","Before this I’ve seen horsemen start to march
and open the assault and muster ranks
and seen them, too, at times beat their retreat;",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"E come a l’orlo de l’acqua d’un fosso
stanno i ranocchi pur col muso fuori,
sì che celano i piedi e l’altro grosso,","And just as on the margin of a ditch,
frogs crouch, their snouts alone above the water,
so as to hide their feet and their plump flesh,",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Tra male gatte era venuto ’l sorco;
ma Barbariccia il chiuse con le braccia
e disse: «State in là, mentr’ io lo ’nforco».","The mouse had fallen in with evil cats;
but Barbariccia clasped him in his arms
and said: “Stand off there, while I fork him fast.”",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Draghignazzo anco i volle dar di piglio
giuso a le gambe; onde ’l decurio loro
si volse intorno intorno con mal piglio.","But Draghignazzo also looked as if
to grab his legs; at which, their captain wheeled
and threatened all of them with raging looks.",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Già non compié di tal consiglio rendere,
ch’io li vidi venir con l’ali tese
non molto lungi, per volerne prendere.","He’d hardly finished telling me his plan
when I saw them approach with outstretched wings,
not too far off, and keen on taking us.",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Per ch’io al duca mio: «Fa che tu trovi
alcun ch’al fatto o al nome si conosca,
e li occhi, sì andando, intorno movi».","At which I told my guide: “Please try to find
someone whose name or deed I recognize;
and while we walk, be watchful with your eyes.”",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Quando mi vide, tutto si distorse,
soffiando ne la barba con sospiri;
e ’l frate Catalan, ch’a ciò s’accorse,","When he saw me, that sinner writhed all over,
and he breathed hard into his beard with sighs;
observing that, Fra Catalano said",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"salvo che ’n questo è rotto e non coperchia;
montar potrete su per la ruina,
che giace in costa e nel fondo soperchia».","except that here it’s broken—not a bridge.
But where its ruins slope along the bank
and heap up at the bottom, you can climb.”",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"E ’l frate: «Io udi’ già dire a Bologna
del diavol vizi assai, tra ’ quali udi’
ch’elli è bugiardo, e padre di menzogna».","At which the Friar: “In Bologna, I
once heard about the devil’s many vices—
they said he was a liar and father of lies.”",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Tu eri allor sì del tutto impedito
sovra colui che già tenne Altaforte,
che non guardasti in là, sì fu partito».","But at that moment you were occupied
with him who once was lord of Hautefort;
you did not notice Geri—he moved off.”",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"lamenti saettaron me diversi,
che di pietà ferrati avean li strali;
ond’ io li orecchi con le man copersi.","I felt the force of strange laments, like arrows
whose shafts are barbed with pity; and at this,
I had to place my hands across my ears.",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Non credo ch’a veder maggior tristizia
fosse in Egina il popol tutto infermo,
quando fu l’aere sì pien di malizia,","I do not think that there was greater grief
in seeing all Aegina’s people sick
(then, when the air was so infected that",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
